Age,Marital_Status,Education,Dependents,Residence_Type,City_Tier,Employment_Type,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Tax_Return_Filed,Loan_Purpose,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure
22,Single,No Formal,0,Urban,1,Self-Employed,1,1,103132,19723.0,2,4887157,41101,39.85,1091995.0,0.0,1117307.0,7.2,3,2,568.0,0,2,Yes,Home,3194360,15,16.63,Yes,4012487.0,79.61,8081517
32,Married,High School,1,Rural,3,Skilled Labor,2,4,26487,,3,1306107,17112,64.61,162533.0,18369.0,149339.0,69.81,1,1,492.0,0,2,Yes,Personal,460432,5,16.05,No,,,1766539
34,Married,Graduate,3,Urban,2,Private,7,11,90663,338710.0,0,0,0,0.0,2152970.0,0.0,1751834.0,1.67,3,2,705.0,0,0,Yes,Personal,1176619,5,10.2,No,,,1176619
29,Single,Post Graduate,0,Urban,2,Government,0,0,37498,6313.0,3,1027496,13552,36.14,474870.0,0.0,203731.0,71.93,1,2,551.0,0,2,Yes,Personal,690875,3,16.61,Yes,1125168.0,61.4,1718371
52,Divorced,Post Graduate,1,Rural,4,Self-Employed,1,6,47105,0.0,1,2940324,38391,81.5,233933.0,0.0,127989.0,76.15,2,2,402.0,1,4,Yes,Home,2758576,20,14.41,Yes,4766639.0,57.87,5698900
34,Single,Graduate,0,Urban,2,Government,5,5,112851,0.0,2,4911920,56504,50.07,1521868.0,1358490.0,1486216.0,57.29,2,2,575.0,0,2,Yes,Medical,436775,2,13.64,No,,,5348695
28,Single,High School,0,Rural,4,Skilled Labor,1,3,26782,80105.0,1,655418,8904,33.25,247750.0,57003.0,280010.0,78.44,1,0,607.0,0,0,Yes,Personal,449431,5,12.01,No,,,1104849
26,Married,High School,1,Urban,2,Private,0,0,65027,0.0,1,3965541,52472,80.69,247194.0,0.0,342859.0,43.63,2,3,473.0,0,4,No,Personal,219376,3,14.41,No,,,4184917
34,Married,High School,3,Urban,1,Unemployed,0,9,23223,0.0,0,0,0,0.0,76845.0,52651.0,60626.0,41.75,1,1,662.0,0,0,Yes,Home,899232,30,11.11,Yes,1196760.0,75.14,899232
28,Married,Post Graduate,0,Rural,4,Private,0,3,45353,0.0,0,0,0,0.0,570653.0,436238.0,405264.0,30.48,2,2,666.0,0,0,No,Personal,746214,3,11.08,Yes,1154967.0,64.61,746214
50,Single,Graduate,0,Urban,2,Private,14,29,67026,76822.0,1,1628119,15018,22.41,364084.0,264728.0,304802.0,38.18,1,2,642.0,0,0,Yes,Education,317647,5,11.58,Yes,360596.0,88.09,1945766
27,Married,High School,1,Urban,1,Private,1,3,83511,12074.0,1,4863424,65635,78.59,544161.0,0.0,660183.0,35.67,2,3,535.0,0,2,Yes,Education,662016,10,15.09,No,,,5525440
26,Single,Post Graduate,0,Urban,1,Private,5,5,55994,0.0,2,2451811,27092,48.38,757518.0,0.0,446761.0,44.13,2,1,554.0,0,2,Yes,Vehicle,453985,3,13.92,Yes,528068.0,85.97,2905796
32,Single,Graduate,0,Urban,1,Private,0,1,59751,,0,0,0,0.0,846782.0,623656.0,454432.0,0.01,3,1,651.0,0,0,Yes,Home,2259121,25,10.09,Yes,3076078.0,73.44,2259121
42,Married,Graduate,1,Rural,4,Private,0,13,57518,0.0,2,1879194,18852,32.78,759909.0,352808.0,619574.0,31.79,2,1,596.0,0,1,No,Education,673836,10,16.49,No,,,2553030
48,Married,Graduate,1,Urban,2,Government,1,14,62281,,0,0,0,0.0,1301919.0,204536.0,756842.0,55.29,2,2,631.0,0,0,No,Personal,1135557,5,13.75,Yes,1407357.0,80.69,1135557
36,Married,Graduate,3,Urban,1,Government,8,13,96627,0.0,1,2031806,17203,17.8,602978.0,0.0,528139.0,53.52,4,2,652.0,0,0,Yes,Personal,1616362,5,11.33,No,,,3648168
56,Widowed,Post Graduate,0,Rural,2,Private,13,20,66964,0.0,1,1495477,16803,25.09,1264107.0,0.0,928765.0,53.47,2,2,643.0,0,0,Yes,Home,4943936,20,12.9,Yes,8246096.0,59.95,6439413
33,Single,No Formal,0,Urban,1,Unemployed,1,6,19360,9866.0,2,1293880,15632,80.74,110649.0,0.0,85329.0,71.31,1,1,449.0,0,3,Yes,Home,735879,20,16.0,Yes,1063185.0,69.21,2029759
30,Single,Post Graduate,1,Urban,1,Private,0,0,85736,0.0,1,3479083,32563,37.98,807158.0,0.0,393780.0,59.82,3,1,649.0,0,0,Yes,Personal,1252990,3,12.78,No,,,4732073
41,Married,Graduate,2,Urban,1,Private,8,13,108022,0.0,0,0,0,0.0,1677259.0,367050.0,1403357.0,53.74,4,2,684.0,0,0,Yes,Medical,967921,3,11.06,Yes,1538289.0,62.92,967921
32,Single,Graduate,0,Urban,2,Government,4,8,76491,0.0,2,4925384,40081,52.4,255106.0,53393.0,125502.0,33.48,2,1,459.0,1,4,Yes,Business,3613261,5,16.27,No,,,8538645
27,Single,Diploma,1,Urban,1,Private,1,1,47866,16434.0,1,2917043,27307,57.05,563167.0,0.0,167698.0,53.05,3,1,540.0,0,3,Yes,Home,1355716,30,16.25,Yes,2422873.0,55.95,4272759
31,Married,Post Graduate,1,Urban,1,Private,0,2,48908,0.0,0,0,0,0.0,709902.0,0.0,679708.0,30.25,4,0,645.0,0,0,Yes,Home,1579503,20,13.91,Yes,2841011.0,55.6,1579503
21,Single,No Formal,0,Urban,2,Self-Employed,0,0,71095,0.0,1,2732419,33996,47.82,402464.0,290502.0,367227.0,66.53,1,2,614.0,0,0,No,Medical,380703,3,12.11,No,,,3113122
39,Married,Graduate,0,Rural,3,Private,0,2,70022,0.0,1,646000,6180,8.83,1428407.0,0.0,677871.0,39.47,1,2,671.0,0,0,Yes,Business,2439676,5,11.97,Yes,2672176.0,91.3,3085676
32,Single,High School,0,Urban,2,Skilled Labor,1,11,44197,23054.0,0,0,0,0.0,99890.0,28210.0,121665.0,1.82,2,1,627.0,0,0,Yes,Home,1380752,25,13.14,Yes,1588159.0,86.94,1380752
44,Divorced,Post Graduate,1,Rural,3,Private,4,8,49744,0.0,0,0,0,0.0,390310.0,192103.0,344836.0,42.4,1,2,616.0,0,0,Yes,Education,248028,5,11.58,Yes,280138.0,88.54,248028
41,Divorced,High School,1,Urban,2,Skilled Labor,5,9,51837,0.0,1,1466812,14424,27.83,836481.0,704835.0,982657.0,48.9,3,1,603.0,0,0,Yes,Personal,280558,5,13.64,No,,,1747370
45,Married,High School,2,Rural,3,Skilled Labor,8,21,54172,0.0,0,0,0,0.0,1054986.0,651818.0,616541.0,0.64,2,1,679.0,0,0,No,Personal,642485,5,11.39,No,,,642485
50,Married,Graduate,1,Urban,1,Government,8,21,118125,0.0,0,0,0,0.0,2390659.0,502227.0,1281822.0,41.24,4,1,684.0,0,0,Yes,Business,5825799,5,10.98,Yes,9150757.0,63.66,5825799
45,Married,Graduate,0,Urban,1,Private,2,9,110157,0.0,0,0,0,0.0,1932766.0,536219.0,1972147.0,34.55,4,2,716.0,0,0,No,Education,489968,5,9.34,No,,,489968
45,Married,Diploma,1,Urban,1,Self-Employed,1,23,97479,0.0,0,0,0,0.0,585496.0,394603.0,456188.0,21.61,5,1,726.0,0,0,Yes,Home,4749185,25,9.17,Yes,9642829.0,49.25,4749185
34,Single,High School,0,Urban,1,Private,3,6,65433,0.0,0,0,0,0.0,493705.0,709263.0,431210.0,74.63,1,2,672.0,0,0,Yes,Home,2503445,15,11.67,Yes,3034656.0,82.5,2503445
46,Married,Graduate,3,Urban,1,Private,9,9,51308,0.0,1,1620169,17741,34.58,591358.0,0.0,528026.0,42.41,1,1,606.0,0,2,Yes,Education,195902,5,13.14,Yes,243374.0,80.49,1816071
42,Married,Graduate,3,Urban,1,Private,0,2,43990,0.0,2,2499430,26650,60.58,486848.0,199598.0,346612.0,30.21,1,2,482.0,0,4,Yes,Vehicle,211443,5,13.83,Yes,248697.0,85.02,2710873
60,Widowed,Graduate,0,Urban,2,Government,1,3,68489,21103.0,0,0,0,0.0,612359.0,0.0,498708.0,39.42,2,3,659.0,0,0,Yes,Home,2044228,30,11.66,Yes,2567296.0,79.63,2044228
24,Married,Post Graduate,2,Rural,3,Private,1,3,57435,58265.0,1,2714231,33881,58.99,243510.0,170633.0,150557.0,44.26,1,2,490.0,0,4,No,Vehicle,591233,5,14.01,Yes,802473.0,73.68,3305464
38,Single,Diploma,0,Rural,4,Self-Employed,16,16,85879,0.0,0,0,0,0.0,914092.0,0.0,924360.0,41.31,3,3,564.0,1,0,Yes,Home,5394362,30,16.43,Yes,6153186.0,,5394362
47,Married,High School,1,Urban,4,Skilled Labor,0,2,18574,266123.0,0,0,0,0.0,106374.0,29959.0,68168.0,55.21,1,1,662.0,0,0,No,Personal,358356,3,10.78,No,,,358356
23,Single,Graduate,0,Rural,3,Self-Employed,0,2,54946,8536.0,1,3112357,43280,78.77,318503.0,0.0,396639.0,49.12,2,1,411.0,1,3,No,Medical,404086,3,16.91,No,,,3516443
37,Divorced,Diploma,0,Urban,2,Self-Employed,1,2,92884,36125.0,0,0,0,0.0,625810.0,0.0,451910.0,21.76,3,3,698.0,0,0,Yes,Home,3938900,25,11.28,Yes,5989936.0,65.76,3938900
52,Married,High School,3,Urban,1,Self-Employed,13,29,110882,0.0,1,3263068,31861,28.73,1421072.0,738019.0,1722640.0,42.61,3,2,638.0,0,0,Yes,Business,2743254,5,12.62,Yes,3719370.0,73.76,6006322
44,Married,Graduate,3,Rural,3,Private,8,22,85850,,1,784178,7666,8.93,981468.0,0.0,745367.0,25.11,2,2,664.0,0,0,Yes,Business,3903222,15,11.37,No,,,4687400
28,Single,Graduate,0,Urban,2,Private,3,6,50630,0.0,0,0,0,0.0,480309.0,0.0,381847.0,21.99,1,0,673.0,0,0,Yes,Home,3282525,25,10.34,Yes,6067980.0,54.1,3282525
56,Widowed,Post Graduate,0,Rural,2,Private,11,19,104861,9183.0,0,0,0,0.0,755221.0,174663.0,750412.0,10.5,3,2,648.0,0,0,Yes,Home,4111003,25,12.42,Yes,6689355.0,61.46,4111003
32,Single,Post Graduate,0,Urban,1,Private,1,1,55998,0.0,0,0,0,0.0,1313110.0,1725842.0,836167.0,30.05,1,1,683.0,0,0,Yes,Medical,333334,3,10.41,No,,,333334
30,Married,Post Graduate,3,Urban,1,Self-Employed,1,9,51823,0.0,3,4226024,46041,88.84,31431.0,9655.0,63931.0,40.84,1,2,489.0,0,4,Yes,Medical,315902,3,15.23,No,,,4541926
41,Married,PhD,2,Rural,3,Private,0,4,55978,0.0,0,0,0,0.0,162502.0,139465.0,225874.0,6.48,1,1,644.0,0,0,Yes,Business,1722897,10,11.71,Yes,2767078.0,62.26,1722897
30,Single,High School,0,Rural,1,Private,5,6,50751,26701.0,1,383987,3966,7.81,288800.0,90578.0,305077.0,76.07,3,1,624.0,0,0,Yes,Medical,441130,3,13.86,No,,,825117
41,Married,Graduate,3,Urban,2,Private,11,16,113143,0.0,0,0,0,0.0,2150262.0,570821.0,1191091.0,2.11,5,2,695.0,0,0,Yes,Home,6088027,30,11.87,Yes,11241844.0,54.16,6088027
49,Married,Graduate,0,Urban,1,Private,5,25,125291,76129.0,0,0,0,0.0,6176406.0,1245813.0,2478717.0,44.98,3,5,676.0,0,0,Yes,Education,1398079,7,10.9,No,,,1398079
43,Married,PhD,2,Urban,1,Private,10,13,109654,0.0,0,0,0,0.0,2321610.0,717143.0,1073701.0,53.16,3,2,662.0,0,0,Yes,Home,3547027,30,10.89,Yes,4009100.0,88.47,3547027
29,Single,High School,0,Urban,1,Skilled Labor,0,0,42848,0.0,0,0,0,0.0,985792.0,0.0,935842.0,59.38,1,2,684.0,0,0,Yes,Home,1747183,15,10.2,Yes,2801951.0,62.36,1747183
51,Single,Post Graduate,1,Urban,3,Government,6,25,128813,0.0,3,3396678,68251,52.98,1510351.0,0.0,1118663.0,70.54,3,2,519.0,0,4,Yes,Vehicle,811791,5,15.86,Yes,1490194.0,54.48,4208469
26,Single,Graduate,0,Urban,1,Private,0,0,48313,21821.0,1,2171107,23957,49.59,448480.0,149472.0,411231.0,32.64,2,1,519.0,0,3,No,Vehicle,483814,7,15.61,Yes,581294.0,83.23,2654921
24,Single,Diploma,0,Urban,1,Private,2,2,63382,20915.0,2,4246076,41888,66.09,163070.0,0.0,236668.0,47.86,1,2,568.0,0,1,Yes,Medical,217046,3,14.41,No,,,4463122
36,Married,Graduate,2,Urban,2,Private,5,7,66256,0.0,0,0,0,0.0,281403.0,36519.0,392859.0,27.76,2,2,707.0,0,0,No,Business,2964955,15,9.68,Yes,3922493.0,75.59,2964955
46,Married,High School,0,Rural,2,Self-Employed,10,13,109485,0.0,1,5356734,46899,42.84,1372421.0,587284.0,1541242.0,51.05,5,2,592.0,0,1,Yes,Personal,343879,3,15.89,No,,,5700613
36,Married,High School,2,Rural,4,Skilled Labor,13,13,53254,0.0,1,1160150,12357,23.2,961613.0,0.0,1100314.0,31.82,2,2,651.0,0,0,Yes,Vehicle,371777,7,11.71,Yes,579881.0,64.11,1531927
33,Married,Graduate,0,Rural,3,Government,1,1,83474,0.0,1,3046383,29796,35.69,900959.0,0.0,731868.0,0.0,2,3,574.0,0,1,Yes,Education,806504,10,16.08,No,,,3852887
40,Married,No Formal,1,Urban,1,Self-Employed,10,11,99198,0.0,1,702377,5784,5.83,594899.0,0.0,295174.0,26.18,3,3,683.0,0,1,Yes,Home,2783058,15,11.47,Yes,3499893.0,79.52,3485435
59,Widowed,High School,0,Rural,2,Private,6,28,114763,5446.0,0,0,0,0.0,441917.0,262605.0,395257.0,50.77,2,1,656.0,0,0,Yes,Business,4888168,5,11.03,Yes,7871600.0,62.1,4888168
24,Single,Graduate,0,Rural,4,Private,0,0,31449,0.0,0,0,0,0.0,622565.0,548142.0,-56244.0,55.19,3,1,661.0,0,0,Yes,Personal,620169,3,11.12,Yes,1268509.0,48.89,620169
37,Married,Graduate,2,Urban,1,Private,2,2,82630,0.0,1,2958363,62258,75.35,169695.0,81522.0,249180.0,9.21,3,2,549.0,0,2,Yes,Medical,257075,2,16.94,No,,,3215438
49,Married,Graduate,3,Urban,1,Private,0,0,47838,0.0,1,2740548,32435,67.8,224779.0,0.0,71387.0,80.14,2,2,539.0,0,2,Yes,Home,2199021,15,15.05,Yes,3345715.0,65.73,4939569
27,Married,No Formal,2,Urban,1,Skilled Labor,1,6,54713,11133.0,1,1940907,23024,42.08,848733.0,1317794.0,767905.0,6.35,2,2,640.0,0,0,No,Personal,894719,3,13.37,No,,,2835626
40,Married,Graduate,1,Rural,4,Government,0,0,39965,0.0,1,1645921,17032,42.62,195299.0,0.0,144264.0,16.75,3,1,650.0,0,0,No,Home,2207720,25,11.45,Yes,2534542.0,87.11,3853641
28,Married,High School,3,Urban,1,Self-Employed,0,0,111055,0.0,0,0,0,0.0,2087414.0,918362.0,2443972.0,5.24,5,3,669.0,0,0,Yes,Vehicle,928942,3,10.66,No,,,928942
37,Divorced,Diploma,0,Urban,1,Self-Employed,4,14,111752,0.0,1,5705763,54798,49.04,839355.0,0.0,320392.0,55.42,5,1,640.0,0,0,Yes,Home,7113302,30,11.72,Yes,12958988.0,54.89,12819065
30,Single,Graduate,0,Urban,3,Private,1,9,54448,61875.0,0,0,0,0.0,1026814.0,0.0,595668.0,42.95,3,1,673.0,0,0,Yes,Home,1604963,30,11.1,Yes,2974210.0,53.96,1604963
37,Married,Graduate,0,Rural,4,Private,4,4,48990,83010.0,0,0,0,0.0,805153.0,0.0,582005.0,67.62,4,2,773.0,1,0,Yes,Personal,611141,3,8.1,No,,,611141
44,Married,High School,2,Rural,3,Skilled Labor,4,15,47329,368383.0,0,0,0,0.0,866183.0,143334.0,824257.0,26.24,2,0,660.0,0,0,No,Education,483760,10,10.11,No,,,483760
41,Married,Graduate,1,Urban,1,Private,4,9,110283,0.0,0,0,0,0.0,2020047.0,0.0,1481187.0,24.15,3,3,661.0,0,0,Yes,Home,7108623,20,11.96,Yes,14604837.0,48.67,7108623
33,Married,Graduate,1,Urban,4,Private,11,12,67733,48321.0,1,742800,6850,10.11,158617.0,0.0,132365.0,1.87,3,2,629.0,0,0,Yes,Home,2094144,25,12.04,Yes,4285560.0,48.87,2836944
44,Widowed,No Formal,0,Rural,2,Skilled Labor,7,17,47892,0.0,1,1430255,18496,38.62,68971.0,0.0,95204.0,31.52,1,1,592.0,0,0,Yes,Home,1657815,25,15.91,Yes,2908194.0,57.0,3088070
30,Single,No Formal,0,Rural,4,Self-Employed,0,7,51105,27797.0,3,1926509,21769,42.6,359351.0,0.0,251413.0,40.07,2,2,597.0,0,1,No,Vehicle,377801,5,14.7,Yes,497340.0,75.96,2304310
29,Divorced,Graduate,0,Rural,4,Government,1,2,59349,0.0,1,2359998,26277,44.28,648059.0,143678.0,369983.0,56.55,3,0,622.0,0,0,Yes,Home,3836781,20,11.52,Yes,6236017.0,61.53,6196779
41,Single,Diploma,0,Urban,1,Private,0,0,90492,0.0,1,5223963,68639,75.85,572370.0,367161.0,402940.0,42.45,4,2,409.0,1,3,Yes,Business,3650527,5,15.26,Yes,7193797.0,50.75,8874490
21,Single,Diploma,0,Urban,1,Private,0,0,42745,14234.0,1,502320,5329,12.47,736360.0,524539.0,784704.0,0.0,1,2,609.0,0,1,Yes,Home,2876049,20,13.92,Yes,5217481.0,55.12,3378369
37,Married,Graduate,2,Urban,3,Self-Employed,11,13,72202,25724.0,0,0,0,0.0,1285867.0,138811.0,904876.0,64.03,3,2,654.0,0,0,Yes,Vehicle,756759,5,11.49,Yes,1257254.0,60.19,756759
40,Married,PhD,0,Urban,1,Government,14,15,131236,0.0,4,11961799,157637,95.0,213367.0,0.0,283393.0,83.39,2,4,374.0,1,4,Yes,Personal,2442576,5,15.51,No,,,14404375
64,Widowed,Graduate,1,Urban,2,Private,3,19,93905,0.0,0,0,0,0.0,1660992.0,0.0,1883159.0,56.53,2,3,693.0,0,0,Yes,Home,6689144,20,11.34,Yes,8659266.0,77.25,6689144
43,Married,High School,1,Urban,2,Private,1,1,68141,0.0,0,0,0,0.0,664681.0,355411.0,709719.0,33.9,3,1,684.0,0,0,No,Personal,537107,2,10.91,No,,,537107
54,Single,High School,1,Urban,2,Skilled Labor,5,6,32969,0.0,0,0,0,0.0,196225.0,37975.0,161004.0,98.98784180197512,1,0,648.0,0,0,Yes,Vehicle,355709,3,13.78,Yes,700222.0,50.8,355709
35,Married,High School,0,Urban,1,Private,1,7,45081,89286.0,0,0,0,0.0,685791.0,128248.0,726890.0,0.0,3,1,653.0,0,0,No,Home,3323561,15,11.37,Yes,4722632.0,70.38,3323561
31,Married,Graduate,1,Urban,1,Government,1,2,95542,0.0,2,4978948,71708,75.05,442476.0,0.0,309848.0,75.88,2,2,567.0,0,1,Yes,Medical,226312,3,16.16,No,,,5205260
36,Divorced,High School,0,Urban,2,Skilled Labor,3,4,48268,22670.0,0,0,0,0.0,994599.0,0.0,950905.0,22.75,1,1,680.0,0,0,Yes,Education,163008,7,11.09,No,,,163008
29,Married,Post Graduate,1,Urban,1,Private,2,7,98988,14250.0,2,6045456,61249,61.88,183547.0,59418.0,155111.0,62.39,3,1,445.0,1,3,Yes,Home,2653772,25,14.86,Yes,3142875.0,84.44,8699228
29,Single,Diploma,0,Urban,1,Government,3,3,94942,0.0,0,0,0,0.0,709373.0,0.0,306195.0,59.16,2,3,661.0,0,0,Yes,Business,4792938,5,11.65,Yes,5520743.0,86.82,4792938
49,Married,Graduate,0,Rural,3,Private,5,8,78096,,1,4529087,57850,74.08,290144.0,,236728.0,64.02,1,2,549.0,0,1,Yes,Personal,1194867,3,15.53,Yes,1923134.0,62.13,5723954
65,Divorced,Graduate,1,Urban,1,Government,27,39,119294,24411.0,3,8589805,81132,68.01,320558.0,,456881.0,48.28,3,3,380.0,1,5,Yes,Home,6271072,20,14.31,Yes,12769978.0,49.11,14860877
62,Widowed,Diploma,0,Urban,2,Private,32,35,133026,45714.0,2,7932914,74906,56.31,470754.0,621166.0,445255.0,60.53,4,4,568.0,0,1,Yes,Personal,787452,3,14.89,No,,,8720366
22,Single,Graduate,0,Urban,1,Private,1,1,63312,20657.0,0,0,0,0.0,1254707.0,0.0,703814.0,37.33,1,2,662.0,0,0,Yes,Medical,581686,5,10.85,No,,,581686
26,Married,No Formal,0,Urban,1,Unemployed,5,5,25308,0.0,0,0,0,0.0,294283.0,39551.0,336724.0,35.41,1,2,651.0,0,0,No,Personal,79956,2,10.12,No,,,79956
30,Married,Graduate,1,Rural,3,Government,4,5,39703,0.0,1,1461141,34212,86.17,205161.0,0.0,224690.0,98.98784180197512,1,0,493.0,0,3,No,Home,2314218,30,16.06,Yes,3057457.0,75.69,3775359
23,Single,Graduate,0,Rural,3,Private,1,1,51553,0.0,0,0,0,0.0,209461.0,45360.0,235906.0,51.3,2,1,706.0,0,0,No,Personal,305369,5,10.44,No,,,305369
43,Divorced,High School,1,Rural,3,Private,3,3,78483,9061.0,1,2855157,30136,38.4,704429.0,0.0,736601.0,43.04,1,2,597.0,0,1,Yes,Home,2338034,20,14.45,Yes,3997184.0,58.49,5193191
38,Married,No Formal,0,Urban,2,Skilled Labor,4,8,48845,0.0,1,903856,11566,23.68,804415.0,247488.0,957817.0,10.95,1,2,639.0,0,0,Yes,Home,1519981,25,11.78,Yes,2066627.0,73.55,2423837
55,Married,High School,3,Urban,1,Self-Employed,4,10,108042,0.0,1,6898304,63567,58.84,850707.0,0.0,628558.0,12.42,5,3,443.0,1,3,Yes,Personal,736233,3,13.78,No,,,7634537
62,Married,Graduate,3,Urban,2,Private,9,10,91481,0.0,2,2323862,23825,26.04,653683.0,0.0,511942.0,39.25,2,2,678.0,0,0,Yes,Education,500290,7,10.32,Yes,654252.0,76.47,2824152
28,Married,Graduate,1,Urban,3,Private,0,0,56238,10692.0,1,826604,8959,15.93,980473.0,727109.0,338678.0,47.91,1,1,649.0,0,0,Yes,Home,3791130,20,11.93,Yes,4936614.0,76.8,4617734
38,Married,Diploma,3,Urban,2,Private,12,16,94446,58184.0,0,0,0,0.0,1353863.0,0.0,1278475.0,35.77,3,2,717.0,0,0,Yes,Home,4414279,25,10.14,Yes,7679062.0,57.48,4414279
25,Single,Diploma,0,Urban,2,Self-Employed,2,3,86341,0.0,0,0,0,0.0,399253.0,139143.0,348576.0,56.22,3,2,672.0,0,0,Yes,Personal,799891,5,11.46,No,,,799891
54,Married,Post Graduate,2,Urban,2,Private,8,18,46103,0.0,0,0,0,0.0,302998.0,42566.0,212552.0,6.8,2,1,663.0,0,0,Yes,Home,2535522,30,11.31,Yes,5229627.0,48.48,2535522
41,Married,High School,2,Urban,1,Private,1,7,107618,38697.0,1,1474833,12365,11.49,1098900.0,239582.0,1119374.0,57.71,4,1,679.0,0,0,Yes,Vehicle,1313366,5,11.26,No,,,2788199
37,Single,Diploma,0,Urban,4,Government,7,13,57358,0.0,0,0,0,0.0,773583.0,97885.0,544319.0,34.78,2,1,663.0,0,0,No,Vehicle,598081,3,10.19,Yes,958003.0,62.43,598081
35,Married,High School,1,Rural,3,Private,6,10,72814,0.0,2,3893276,82516,95.0,222356.0,93758.0,160226.0,67.53,3,2,332.0,1,5,No,Home,2973690,20,15.36,Yes,5679311.0,52.36,6866966
26,Married,Graduate,3,Urban,1,Private,0,0,35947,0.0,1,684435,7508,20.89,64423.0,0.0,107332.0,30.11,1,1,614.0,0,0,No,Personal,575269,3,13.48,No,,,1259704
52,Married,High School,0,Urban,1,Private,0,10,69668,24062.0,0,0,0,0.0,1178736.0,0.0,366705.0,10.67,2,3,643.0,0,0,Yes,Business,2340309,10,11.68,Yes,4148018.0,56.42,2340309
26,Married,Post Graduate,0,Urban,2,Private,1,1,34032,402318.0,0,0,0,0.0,244503.0,0.0,136903.0,11.81,3,1,661.0,0,0,Yes,Home,1490685,25,10.72,Yes,2000328.0,74.52,1490685
53,Married,Graduate,0,Urban,2,Government,4,29,94148,0.0,0,0,0,0.0,1867914.0,692176.0,906757.0,37.27,4,2,679.0,0,0,No,Personal,656062,2,11.96,No,,,656062
50,Married,Graduate,1,Urban,3,Private,18,20,100332,0.0,0,0,0,0.0,1679547.0,0.0,782039.0,28.34,3,2,709.0,0,0,Yes,Personal,1257932,5,9.12,No,,,1257932
54,Married,PhD,2,Urban,1,Private,4,14,100421,0.0,0,0,0,0.0,1394132.0,2111568.0,697493.0,33.63,2,1,643.0,0,0,Yes,Home,4323670,15,13.99,Yes,7041814.0,61.4,4323670
55,Married,Post Graduate,2,Urban,1,Private,1,21,94654,0.0,1,2977860,35427,37.43,226778.0,0.0,306136.0,66.88,2,3,635.0,0,0,No,Home,3422634,30,12.3,Yes,5999913.0,57.04,6400494
28,Single,Graduate,0,Rural,4,Private,3,4,46707,,1,1264161,12476,26.71,473173.0,0.0,207018.0,47.12,2,2,606.0,0,0,Yes,Home,1911561,15,13.14,Yes,2185973.0,87.45,3175722
37,Married,Post Graduate,2,Urban,3,Private,2,6,43968,7736.0,0,0,0,0.0,469245.0,370881.0,450919.0,27.42,3,1,670.0,0,0,No,Home,1866973,30,11.2,Yes,3609344.0,51.73,1866973
49,Married,Diploma,3,Rural,3,Private,18,26,82967,335972.0,0,0,0,0.0,922146.0,0.0,986780.0,42.3,3,1,653.0,0,0,Yes,Home,3292103,30,10.32,Yes,3980407.0,82.71,3292103
39,Married,Post Graduate,1,Urban,1,Private,0,0,63989,0.0,1,3331467,36557,57.13,830487.0,503041.0,92545.0,20.2,4,1,577.0,0,1,Yes,Personal,180151,2,16.16,Yes,218629.0,82.4,3511618
39,Married,No Formal,1,Urban,1,Skilled Labor,0,3,48325,274471.0,2,3212635,38421,79.51,332590.0,0.0,409315.0,47.07,3,0,447.0,0,4,Yes,Medical,351391,5,15.0,No,,,3564026
22,Single,PhD,0,Rural,3,Government,1,1,51985,15071.0,1,797948,9302,17.89,1024308.0,0.0,295119.0,26.79,1,1,658.0,0,0,Yes,Vehicle,589548,5,10.32,Yes,1055499.0,55.85,1387496
42,Married,Graduate,1,Rural,4,Private,10,15,68134,0.0,3,4188907,44942,65.96,381261.0,65500.0,196290.0,72.74,2,2,418.0,1,3,No,Vehicle,670209,5,13.65,Yes,1137940.0,58.9,4859116
34,Married,Graduate,3,Rural,4,Government,3,8,70155,0.0,0,0,0,0.0,546155.0,459252.0,607386.0,25.02,1,2,668.0,0,0,Yes,Vehicle,530912,3,11.26,Yes,992906.0,53.47,530912
39,Married,High School,2,Urban,1,Private,8,9,69800,42868.0,0,0,0,0.0,558035.0,202127.0,555064.0,33.95,2,1,630.0,0,0,Yes,Personal,495162,3,12.48,No,,,495162
32,Single,High School,0,Urban,1,Unemployed,5,7,28179,53029.0,0,0,0,0.0,133202.0,258586.0,57911.0,24.73,1,1,620.0,0,0,No,Home,1198680,20,13.37,No,,,1198680
45,Married,PhD,1,Urban,2,Private,5,9,95575,0.0,1,4116188,57867,60.55,649498.0,245641.0,507508.0,49.25,4,1,562.0,0,2,Yes,Education,1020569,10,16.46,No,,,5136757
27,Married,Post Graduate,1,Rural,1,Private,0,0,68827,0.0,0,0,0,0.0,618942.0,0.0,550908.0,60.24,2,2,678.0,0,0,Yes,Home,3125980,20,10.79,Yes,4844617.0,64.52,3125980
38,Married,Diploma,2,Urban,1,Self-Employed,0,1,58883,0.0,1,348100,3742,6.35,1205537.0,704522.0,947534.0,30.0,1,1,717.0,0,0,Yes,Personal,652947,3,9.93,No,,,1001047
