Age,Education,Dependents,Residence_Type,City_Tier,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widowed,Employment_Type_Private,Employment_Type_Self-Employed,Employment_Type_Skilled Labor,Employment_Type_Unemployed,Tax_Return_Filed_Unknown,Tax_Return_Filed_Yes,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
42,3,3,1,2,0,17,99912,0.0,1,3735791,36580,36.61,1383631.0,0.0,863993.0,46.69,4,3,645.0,0,0,6874254,20,13.71,1,8930150.0,76.98,10610045,1,0,0,1,0,0,0,0,1,0,1,0,0,0
45,3,1,1,1,6,13,81898,0.0,1,705881,7901,9.65,779908.0,160612.0,885511.0,39.6,3,1,800.0,1,1,2486120,5,7.21,1,2956868.0,84.08,3192001,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4,0,1,2,5,6,63470,0.0,0,0,0,0.0,994944.0,616775.0,1087569.0,24.17,2,2,652.0,0,0,1956507,20,10.87,1,2406755.0,81.29,1956507,0,1,0,1,0,0,0,0,1,0,1,0,0,0
41,1,3,1,2,0,10,56311,0.0,0,0,0,0.0,1129116.0,0.0,578432.0,35.7,2,2,573.0,1,0,1175654,10,13.9,1,1358264.0,86.56,1175654,1,0,0,1,0,0,0,0,1,0,0,0,0,0
44,1,1,1,2,11,13,77041,0.0,0,0,0,0.0,717375.0,211880.0,217975.0,42.54,4,3,693.0,0,0,315745,5,11.25,1,594448.0,53.12,315745,1,0,0,0,1,0,0,0,1,0,0,0,0,1
27,2,2,0,3,1,3,63350,0.0,0,0,0,0.0,246982.0,33087.0,304655.0,13.67,2,1,671.0,0,0,2773998,10,10.21,1,4249291.0,65.28,2773998,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45,4,0,1,1,3,14,103184,11832.0,1,2047785,20507,19.87,225214.0,0.0,228117.0,24.01,5,2,623.0,0,0,2972249,10,12.21,0,3135356.0,65.88499999999999,5020034,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45,1,2,0,3,8,21,54172,0.0,0,0,0,0.0,1054986.0,651818.0,616541.0,0.64,2,1,679.0,0,0,642485,5,11.39,0,3135356.0,65.88499999999999,642485,1,0,0,0,0,1,0,0,0,0,0,0,1,0
43,4,1,1,1,4,15,142857,0.0,1,6889418,65817,46.07,1280330.0,913072.0,442658.0,72.03,5,4,460.0,1,2,1703355,3,16.17,0,3135356.0,65.88499999999999,8592773,1,0,0,0,0,0,0,0,1,0,0,0,1,0
33,3,2,1,1,2,8,87586,0.0,0,0,0,0.0,695011.0,0.0,309443.0,45.34,3,1,662.0,0,0,1276113,3,11.24,0,3135356.0,65.88499999999999,1276113,1,0,0,1,0,0,0,0,1,0,0,0,1,0
37,3,2,1,1,1,4,84970,0.0,1,4995890,63007,74.15,533220.0,434481.0,346022.0,72.08,2,2,419.0,1,3,3615152,5,16.27,0,3135356.0,65.88499999999999,8611042,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45,3,3,1,2,4,7,85615,0.0,1,463425,4857,5.67,386183.0,0.0,337254.0,80.45,3,3,663.0,0,0,4055770,20,10.15,1,7281160.0,55.7,4519195,1,0,0,1,0,0,0,0,1,0,1,0,0,0
51,1,2,0,4,30,30,91850,97626.0,1,2330087,22257,24.23,663777.0,147662.0,694507.0,50.23,2,2,668.0,0,0,3845052,5,11.56,1,6512908.0,59.04,6175139,1,0,0,1,0,0,0,0,1,0,0,0,0,0
24,1,2,1,1,2,2,91242,26575.0,1,1177006,11725,12.85,898415.0,110812.0,338449.0,65.77,4,3,706.0,0,0,1616583,3,9.46,0,3135356.0,65.88499999999999,2793589,0,1,0,1,0,0,0,0,1,0,0,0,1,0
35,1,0,1,3,3,11,47620,14460.0,0,0,0,0.0,1070756.0,0.0,351897.0,43.93,1,2,639.0,0,0,3579664,20,13.54,1,5781047.0,61.92,3579664,0,1,0,0,0,1,0,0,1,0,1,0,0,0
24,1,0,1,2,0,2,76833,17081.0,0,0,0,0.0,861052.0,308192.0,440293.0,26.08,3,1,636.0,0,0,722648,3,12.1,0,3135356.0,65.88499999999999,722648,0,1,0,1,0,0,0,0,1,0,0,0,1,0
44,3,1,1,3,17,21,94411,78741.0,1,2093150,24550,26.0,1394601.0,885299.0,1334084.0,20.68,4,3,631.0,0,0,761391,5,11.59,0,3135356.0,65.88499999999999,2854541,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,3,1,1,3,4,4,39513,421047.0,2,1186018,18044,45.67,109177.0,52272.0,118386.0,65.56,1,1,579.0,0,1,75516,2,14.51,0,3135356.0,65.88499999999999,1261534,1,0,0,1,0,0,0,0,1,0,0,1,0,0
33,4,0,1,1,0,8,104759,24431.0,1,3804083,33635,32.11,1703910.0,0.0,1466956.0,38.92,2,1,656.0,0,0,779269,5,10.12,0,3135356.0,65.88499999999999,4583352,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,3,3,1,1,5,7,74158,20554.0,1,697792,14921,20.12,477677.0,111682.0,467920.0,11.28,2,1,653.0,0,0,2685811,15,11.38,1,3802306.0,70.64,3383603,1,0,0,1,0,0,0,0,1,0,1,0,0,0
42,1,0,1,2,0,13,97934,0.0,1,1112861,12425,12.69,4252914.0,0.0,1134766.0,49.16,4,2,639.0,0,0,1283862,3,12.52,0,3135356.0,65.88499999999999,2396723,1,0,0,1,0,0,0,0,1,0,0,0,1,0
28,1,0,1,2,2,4,12165,93574.0,1,604413,14401,95.0,26732.0,3379.0,27746.0,63.46,3,1,365.0,1,3,138347,3,13.64,1,240877.0,57.43,742760,1,0,0,0,0,0,1,0,0,0,0,0,0,1
44,2,1,1,2,5,7,61409,23808.0,0,0,0,0.0,1197505.0,745104.0,1255674.0,0.0,1,2,679.0,0,0,756258,7,11.89,0,3135356.0,65.88499999999999,756258,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39,1,0,1,2,5,17,119189,0.0,3,2840329,35231,29.56,707020.0,0.0,738430.0,43.49,4,2,631.0,0,1,1087398,5,13.5,1,1874087.0,58.02,3927727,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27,2,2,1,3,0,2,74384,0.0,3,2177076,19728,26.52,1041017.0,284486.0,437263.0,21.86,3,1,652.0,0,0,5028908,25,10.8,1,7609769.0,66.08,7205984,1,0,0,1,0,0,0,0,1,0,1,0,0,0
27,3,2,1,2,4,6,45111,0.0,0,0,0,0.0,780639.0,0.0,735849.0,46.9,1,1,656.0,0,0,1717796,5,10.03,0,3135356.0,65.88499999999999,1717796,1,0,0,0,1,0,0,0,0,0,0,0,0,0
45,1,2,1,2,2,2,10850,0.0,2,193956,2174,20.04,77747.0,19272.0,52316.0,30.76,2,0,595.0,0,0,105507,3,14.23,0,3135356.0,65.88499999999999,299463,1,0,0,0,0,0,1,0,0,0,0,1,0,0
40,4,2,1,2,2,8,51170,10275.0,1,496598,5588,10.92,442749.0,0.0,489045.0,39.56,2,1,621.0,0,1,482084,5,12.6,0,3135356.0,65.88499999999999,978682,1,0,0,1,0,0,0,0,1,0,0,0,1,0
42,3,1,1,1,9,21,67470,21012.0,1,2957733,36523,54.13,250964.0,0.0,312067.0,54.71,3,2,599.0,0,1,636599,5,16.37,0,3135356.0,65.88499999999999,3594332,1,0,0,1,0,0,0,0,1,0,0,1,0,0
41,1,1,1,1,1,3,29724,0.0,1,1593523,22520,75.76,170336.0,26320.0,121370.0,58.88,1,2,467.0,1,1,46841,3,15.66,0,3135356.0,65.88499999999999,1640364,1,0,0,0,0,1,0,0,0,0,0,1,0,0
36,2,1,1,1,0,2,70675,75697.0,0,0,0,0.0,504007.0,0.0,387176.0,5.5,3,2,672.0,0,0,369279,3,10.94,1,562623.0,65.64,369279,0,1,0,1,0,0,0,0,1,0,0,0,0,1
27,5,1,0,4,3,5,60473,0.0,1,545570,5762,9.53,352063.0,292818.0,452220.0,26.14,2,2,603.0,0,1,722805,7,12.15,1,1213962.0,59.54,1268375,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,1,0,1,2,1,2,84961,31040.0,0,0,0,0.0,790395.0,396441.0,872014.0,16.77,2,2,640.0,0,0,3520546,15,12.48,0,3135356.0,65.88499999999999,3520546,0,1,0,0,1,0,0,0,1,0,1,0,0,0
28,3,0,1,1,5,5,65496,0.0,1,1568749,15526,23.71,665211.0,757303.0,729134.0,98.98784180197512,1,2,638.0,0,0,633166,3,11.87,0,3135356.0,65.88499999999999,2201915,1,0,0,0,1,0,0,1,0,0,0,0,1,0
23,1,0,1,1,0,0,76239,0.0,1,3418517,76667,95.0,110587.0,0.0,172083.0,63.11,3,1,358.0,1,3,600182,5,15.48,0,3135356.0,65.88499999999999,4018699,0,1,0,1,0,0,0,0,1,0,0,0,1,0
56,3,0,1,2,10,13,82945,0.0,0,0,0,0.0,630069.0,208785.0,753353.0,26.65,4,1,664.0,0,0,2746068,15,10.92,1,3822026.0,71.85,2746068,0,0,0,1,0,0,0,0,1,0,1,0,0,0
24,3,0,1,1,0,1,38336,68772.0,0,0,0,0.0,104489.0,0.0,38238.0,28.09,2,0,646.0,0,0,2570022,30,11.69,1,2753072.0,93.35,2570022,0,1,0,1,0,0,0,0,1,0,1,0,0,0
37,4,2,1,2,7,9,93630,23468.0,0,0,0,0.0,1558075.0,0.0,473015.0,50.76,5,1,662.0,0,0,4814579,15,10.65,1,9571765.0,65.88499999999999,4814579,1,0,0,1,0,0,0,0,1,0,1,0,0,0
46,3,0,0,3,2,3,39576,0.0,0,0,0,0.0,779549.0,0.0,710373.0,44.77,2,1,676.0,0,0,1634058,30,11.81,1,3005836.0,54.36,1634058,1,0,0,0,1,0,0,0,1,0,1,0,0,0
36,1,2,0,4,1,2,15701,0.0,0,0,0,0.0,98612.0,34201.0,105428.0,33.38,1,0,625.0,0,0,232854,2,11.8,1,333243.0,69.88,232854,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,3,2,1,2,1,9,82704,0.0,2,5897705,59440,71.87,108168.0,29859.0,99257.0,40.73,4,1,526.0,0,2,1083915,7,15.28,1,1855889.0,58.4,6981620,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,3,2,1,3,6,9,68183,0.0,0,0,0,0.0,223020.0,0.0,77925.0,46.73,2,1,642.0,0,0,538209,5,12.08,0,3135356.0,65.88499999999999,538209,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,3,1,0,4,12,21,99954,0.0,1,2134351,21499,21.51,1278697.0,320314.0,1564385.0,12.2,2,3,626.0,0,0,770856,2,11.89,0,3135356.0,65.88499999999999,2905207,0,1,0,0,1,0,0,0,1,0,0,0,1,0
32,1,0,0,4,0,0,60109,0.0,2,1766963,17443,29.02,188684.0,142894.0,222504.0,63.48,1,2,627.0,0,0,377661,5,13.67,0,3135356.0,65.88499999999999,2144624,1,0,0,1,0,0,0,0,1,0,0,1,0,0
41,4,0,1,2,15,15,87536,8547.0,0,0,0,0.0,560106.0,623930.0,463086.0,34.52,2,2,662.0,0,0,3074736,15,10.02,1,4121848.0,74.6,3074736,0,0,0,0,0,0,0,0,1,0,1,0,0,0
43,1,0,1,1,2,2,53909,0.0,3,1413587,30759,57.06,456288.0,146971.0,371297.0,55.87,2,2,462.0,1,2,1436171,10,13.78,1,1801002.0,79.74,2849758,0,1,0,1,0,0,0,0,1,0,0,0,0,0
52,1,1,1,1,18,22,50856,0.0,1,3224198,33977,66.81,177372.0,0.0,243021.0,52.61,2,2,529.0,0,1,358510,3,15.55,1,512388.0,69.97,3582708,1,0,0,0,0,0,1,0,1,0,0,0,0,1
32,3,2,1,1,1,1,86489,0.0,1,2183788,45071,52.11,103873.0,0.0,76472.0,74.66,2,2,546.0,0,3,932817,5,14.22,0,3135356.0,65.88499999999999,3116605,1,0,0,1,0,0,0,0,1,0,0,0,0,1
32,4,0,1,2,3,7,80604,242567.0,2,2666197,30523,37.87,639606.0,116996.0,261532.0,14.28,3,1,635.0,0,1,938712,5,13.59,1,1390270.0,67.52,3604909,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,4,0,1,1,0,0,69891,0.0,0,0,0,0.0,1432479.0,146329.0,375072.0,18.96,3,3,570.0,1,0,4182837,15,14.57,1,6839405.0,61.16,4182837,0,1,0,0,0,0,0,0,1,0,1,0,0,0
26,2,1,0,2,3,5,70303,77503.0,1,4201265,44431,63.2,327582.0,0.0,240612.0,48.71,2,3,531.0,0,2,3739066,15,16.44,1,5127331.0,72.92,7940331,1,0,0,1,0,0,0,0,1,0,1,0,0,0
31,1,2,0,4,1,8,76291,32611.0,0,0,0,0.0,1882225.0,0.0,1320942.0,49.54,2,1,682.0,0,0,3420035,30,10.73,1,4567182.0,74.88,3420035,1,0,0,0,1,0,0,0,0,0,1,0,0,0
57,3,2,1,2,13,15,102829,10203.0,2,3397567,35345,34.37,517211.0,203690.0,432863.0,25.69,4,1,611.0,0,1,783070,2,13.15,0,3135356.0,65.88499999999999,4180637,1,0,0,1,0,0,0,0,1,0,0,1,0,0
49,4,3,1,1,17,17,78814,0.0,2,2131947,20568,26.1,1312095.0,1038213.0,523151.0,46.54,2,2,636.0,0,0,3601029,20,13.44,1,5437381.0,66.23,5732976,1,0,0,1,0,0,0,0,1,0,1,0,0,0
23,3,3,1,2,1,1,95500,0.0,0,0,0,0.0,357252.0,686812.0,219454.0,33.0,3,2,662.0,0,0,346582,7,11.93,1,602436.0,57.53,346582,1,0,0,0,0,0,0,0,1,1,0,0,0,0
44,3,3,1,1,5,15,137696,7751.0,1,8708153,81314,59.05,1008839.0,311205.0,1083886.0,30.8,2,2,574.0,0,2,5679359,25,13.52,1,9042305.0,62.81,14387512,1,0,0,0,0,0,0,0,1,0,1,0,0,0
29,3,0,1,1,1,3,83666,24886.0,1,2925480,30281,36.19,322746.0,86735.0,245388.0,28.2,4,2,518.0,1,1,407427,2,13.78,0,3135356.0,65.88499999999999,3332907,0,1,0,1,0,0,0,0,1,0,0,0,1,0
42,3,2,1,2,5,6,64785,0.0,2,1381963,14167,21.87,829453.0,0.0,784909.0,0.0,1,2,619.0,0,0,3006762,20,12.63,1,4284235.0,70.18,4388725,1,0,0,1,0,0,0,0,1,0,1,0,0,0
38,3,3,0,3,3,10,68578,7826.0,3,514067,5514,8.04,1415825.0,0.0,1610627.0,23.15,3,1,679.0,0,0,405499,3,10.64,1,546036.0,74.26,919566,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38,1,1,1,1,6,7,86893,0.0,1,3765784,32353,37.23,1203656.0,807789.0,666589.0,33.95,2,2,610.0,0,1,6222438,20,12.94,1,9658321.0,64.43,9988222,1,0,0,1,0,0,0,0,1,0,1,0,0,0
37,1,0,1,1,2,3,50643,0.0,0,0,0,0.0,1007429.0,371458.0,1226782.0,15.0,2,2,669.0,0,0,2006470,15,11.24,1,2684754.0,74.74,2006470,1,0,0,0,1,0,0,0,1,0,0,0,0,0
47,4,0,0,2,16,18,72233,0.0,1,4109386,54770,75.82,582283.0,0.0,534987.0,41.81,1,2,448.0,1,3,1966939,10,14.07,0,3135356.0,65.88499999999999,6076325,1,0,0,1,0,0,0,0,1,0,0,0,0,0
48,3,0,1,1,10,12,73931,0.0,0,0,0,0.0,637419.0,173520.0,518966.0,40.94,2,1,691.0,0,0,286087,2,10.09,0,3135356.0,65.88499999999999,286087,0,0,1,1,0,0,0,0,1,0,0,0,1,0
42,2,1,1,2,5,19,95405,70439.0,1,2355300,24599,25.78,1528742.0,0.0,1882217.0,24.12,5,2,613.0,0,0,3075534,30,12.64,1,4064010.0,75.68,5430834,1,0,0,1,0,0,0,0,0,0,1,0,0,0
39,3,2,1,2,5,7,70430,7345.0,0,0,0,0.0,454155.0,68187.0,269388.0,19.9,2,1,679.0,0,0,3962033,30,10.82,1,4975307.0,79.63,3962033,1,0,0,1,0,0,0,0,1,0,1,0,0,0
30,0,2,1,2,6,6,84992,0.0,1,2953180,29643,34.88,484027.0,0.0,416564.0,78.05,4,1,489.0,1,3,1235966,3,15.94,0,3135356.0,96.3813283374066,4189146,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25,4,0,0,3,0,0,51019,23804.0,0,0,0,0.0,533205.0,0.0,357330.0,43.94,2,1,664.0,0,0,252845,5,10.58,0,3135356.0,65.88499999999999,252845,0,1,0,0,0,0,0,0,1,0,0,1,0,0
44,0,0,1,2,2,4,72318,0.0,0,0,0,0.0,1158239.0,0.0,1120472.0,29.86,2,1,666.0,0,0,447132,3,10.12,0,3135356.0,65.88499999999999,447132,0,0,0,0,1,0,0,0,1,0,0,0,1,0
39,4,0,1,1,4,4,67184,0.0,0,0,0,0.0,292251.0,108716.0,112417.0,8.38,1,2,661.0,0,0,618281,2,10.92,0,3135356.0,65.88499999999999,618281,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1,0,0,3,4,5,74444,0.0,1,768762,8148,10.95,333189.0,94950.0,287803.0,45.07,3,2,669.0,0,0,408845,5,10.63,0,3135356.0,65.88499999999999,1177607,0,1,0,1,0,0,0,0,1,1,0,0,0,0
34,2,2,1,3,8,8,92599,0.0,2,4834726,55534,59.97,516640.0,118696.0,626027.0,46.42,2,1,579.0,0,1,787918,3,15.41,0,3135356.0,65.88499999999999,5622644,1,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,3,1,1,9,10,58045,8347.0,0,0,0,0.0,1093634.0,0.0,363781.0,47.33,2,1,685.0,0,0,389739,2,11.66,0,3135356.0,65.88499999999999,389739,1,0,0,0,0,1,0,0,1,0,0,1,0,0
42,3,0,1,1,4,17,67644,0.0,0,0,0,0.0,962744.0,0.0,933327.0,31.75,3,3,653.0,0,0,1827449,5,11.33,1,3838031.0,47.61,1827449,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,3,0,1,3,0,2,52249,0.0,1,3219675,44715,85.58,201535.0,0.0,132927.0,50.42,2,2,538.0,0,2,520470,5,16.14,1,770147.0,67.58,3740145,0,1,0,1,0,0,0,0,0,0,0,0,0,1
51,3,0,1,2,3,6,42626,0.0,1,2128486,19827,46.51,419699.0,371501.0,300085.0,36.19,2,1,621.0,0,0,1959400,15,11.54,1,3497730.0,56.02,4087886,0,1,0,1,0,0,0,0,1,0,0,0,0,0
33,1,0,1,1,0,3,75044,0.0,1,754617,9719,12.95,1478366.0,2209662.0,1409445.0,14.51,1,2,674.0,0,0,3731987,20,10.68,1,4416505.0,84.5,4486604,0,1,0,1,0,0,0,0,1,0,1,0,0,0
36,3,1,1,1,5,5,66832,0.0,1,993197,11173,16.72,665835.0,0.0,572600.0,1.05,2,1,586.0,0,1,995515,2,15.4,1,1385409.0,71.86,1988712,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23,3,0,1,1,0,2,61929,22232.0,2,754516,8462,13.66,619808.0,417493.0,219075.0,26.95,2,3,693.0,0,0,2367256,30,11.74,1,3609968.0,65.58,3121772,0,1,0,1,0,0,0,0,0,0,1,0,0,0
53,1,2,0,4,10,20,63436,27154.0,0,0,0,0.0,516430.0,370190.0,184559.0,47.85,2,1,649.0,0,0,1980805,25,12.17,1,3383939.0,58.54,1980805,1,0,0,0,1,0,0,0,0,0,1,0,0,0
26,1,1,1,2,0,0,52451,0.0,1,1155691,13698,26.12,547262.0,633672.0,420436.0,21.87,4,1,640.0,0,0,2880889,25,13.26,1,4737481.0,60.81,4036580,1,0,0,1,0,0,0,0,1,0,1,0,0,0
35,3,0,0,4,4,4,83942,0.0,0,0,0,0.0,1326035.0,232719.0,717299.0,22.58,4,2,674.0,0,0,390693,3,11.89,0,3135356.0,65.88499999999999,390693,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33,3,2,0,4,0,3,62955,0.0,0,0,0,0.0,738247.0,260022.0,308012.0,0.68,2,2,676.0,0,0,288465,3,10.04,1,397405.0,72.59,288465,1,0,0,0,0,0,0,0,1,0,0,1,0,0
23,0,0,0,3,2,2,27785,0.0,2,965573,13374,48.13,310176.0,92372.0,295305.0,98.98784180197512,1,2,576.0,0,1,337918,3,15.16,1,614241.0,55.01,1303491,0,1,0,0,0,1,0,0,1,0,0,0,0,1
22,1,2,0,3,0,0,30679,19653.0,0,0,0,0.0,91396.0,0.0,96500.0,18.15,2,0,657.0,0,0,512721,2,10.05,1,872438.0,58.77,512721,1,0,0,0,0,1,0,0,0,0,0,0,1,0
45,3,3,1,2,0,24,93245,0.0,3,4673032,51954,55.72,1009596.0,0.0,789065.0,27.65,2,2,535.0,0,3,362790,3,16.25,0,3135356.0,65.88499999999999,5035822,1,0,0,0,1,0,0,0,1,0,0,1,0,0
48,3,2,0,4,3,6,57591,0.0,0,0,0,0.0,1427665.0,175713.0,1019779.0,56.35,3,1,672.0,0,0,316329,3,11.58,1,381917.0,82.83,316329,1,0,0,0,1,0,0,0,1,0,0,0,0,1
37,4,0,1,2,2,13,61291,346040.0,0,0,0,0.0,1309825.0,0.0,1582164.0,53.83,1,2,644.0,0,0,446313,5,12.15,1,580548.0,76.88,446313,0,1,0,1,0,0,0,0,1,0,0,0,0,1
38,3,1,1,1,6,6,75516,0.0,1,4011735,40677,53.87,389531.0,145884.0,253145.0,55.59,1,2,469.0,0,5,495289,2,15.9,0,3135356.0,65.88499999999999,4507024,1,0,0,1,0,0,0,0,1,0,0,0,1,0
48,4,0,1,2,0,27,90000,49020.0,1,1352604,12095,13.44,1155079.0,243756.0,517410.0,3.59,3,2,645.0,0,1,572992,7,12.83,0,3135356.0,65.88499999999999,1925596,1,0,0,0,0,0,0,0,1,1,0,0,0,0
32,1,2,1,1,3,6,54694,422128.0,1,1694938,37257,68.12,379590.0,623825.0,252123.0,53.12,3,2,510.0,0,4,2031837,15,14.25,1,3028872.0,67.08,3726775,1,0,0,0,0,1,0,0,1,0,1,0,0,0
31,3,0,1,1,2,4,44600,113042.0,1,1199041,13266,29.74,232989.0,59710.0,210135.0,38.95,3,1,625.0,0,0,101407,3,13.07,0,3135356.0,65.88499999999999,1300448,0,1,0,0,1,0,0,0,0,0,0,1,0,0
34,1,3,1,1,2,2,32873,0.0,1,488606,4669,14.2,290995.0,517856.0,295480.0,45.95,1,0,554.0,1,1,424129,3,13.93,0,3135356.0,65.88499999999999,912735,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,2,0,1,2,0,2,37645,0.0,1,1191083,27534,73.14,200604.0,164916.0,240122.0,59.77,1,0,423.0,1,3,1244301,10,15.66,1,1518042.0,81.97,2435384,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,1,1,0,5,148010,0.0,2,8358438,75653,51.11,717265.0,229378.0,337185.0,53.86,3,5,607.0,0,1,10783114,20,13.26,1,16494754.0,65.37,19141552,1,0,0,0,1,0,0,0,1,0,1,0,0,0
29,0,3,1,1,3,5,83314,0.0,1,4535995,47368,56.85,967927.0,641374.0,704353.0,50.37,4,3,494.0,0,4,637831,2,15.15,0,3135356.0,65.88499999999999,5173826,1,0,0,0,1,0,0,0,1,0,0,1,0,0
36,2,1,0,4,3,6,60767,0.0,0,0,0,0.0,1195589.0,0.0,925045.0,14.32,2,1,659.0,0,0,317851,3,10.92,1,314282.0,95.0,317851,1,0,0,1,0,0,0,0,1,0,0,0,0,1
31,1,0,1,2,0,2,70477,0.0,2,5078780,40282,57.16,330527.0,0.0,235055.0,40.32,1,1,386.0,1,4,753881,5,16.83,1,970894.0,77.65,5832661,1,0,0,1,0,0,0,0,1,0,0,0,0,1
61,3,2,1,2,8,39,66528,0.0,3,4049020,52824,79.4,547596.0,167154.0,318105.0,30.75,1,2,554.0,0,1,2575722,20,16.16,1,3379475.0,76.22,6624742,0,0,1,1,0,0,0,0,1,0,1,0,0,0
26,3,3,1,1,0,2,89182,0.0,3,4180238,45909,51.48,513232.0,217146.0,665344.0,55.44,3,2,381.0,1,4,6222581,20,16.96,1,9865594.0,63.07,10402819,1,0,0,0,0,0,0,0,1,0,1,0,0,0
29,1,0,1,2,0,3,38449,0.0,0,0,0,0.0,448571.0,0.0,237792.0,35.85,3,0,667.0,0,0,3036199,15,11.32,1,4186565.0,72.52,3036199,0,1,0,1,0,0,0,0,1,0,1,0,0,0
38,3,1,1,1,3,4,57737,422998.0,0,0,0,0.0,1145797.0,761894.0,963524.0,25.85,2,1,687.0,0,0,2704447,5,11.43,1,3593821.0,75.25,2704447,1,0,0,0,0,0,0,0,1,0,0,0,0,0
48,1,2,1,1,10,10,74577,0.0,0,0,0,0.0,560151.0,206723.0,416371.0,16.47,2,2,685.0,0,0,1341884,2,10.3,0,3135356.0,65.88499999999999,1341884,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,1,0,1,1,0,0,57406,0.0,1,3169952,36855,64.2,103573.0,40118.0,114483.0,28.33,3,2,415.0,1,3,798607,5,16.61,0,3135356.0,65.88499999999999,3968559,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,3,0,1,1,11,12,81401,75423.0,0,0,0,0.0,249941.0,0.0,182760.0,23.8,2,2,682.0,0,0,1209877,3,11.79,1,1687768.0,71.69,1209877,0,1,0,1,0,0,0,0,1,0,0,0,1,0
24,1,0,1,2,0,3,41127,0.0,2,1248518,19416,47.21,199408.0,59479.0,131705.0,37.41,1,2,634.0,0,0,231070,10,12.52,0,3135356.0,65.88499999999999,1479588,0,1,0,0,0,1,0,0,0,1,0,0,0,0
39,5,0,1,2,0,1,71274,21458.0,1,2483783,19891,27.91,667161.0,0.0,620527.0,23.11,2,2,613.0,0,0,1274926,3,12.36,0,3135356.0,65.88499999999999,3758709,0,1,0,0,0,0,0,0,0,0,0,0,1,0
43,4,1,1,1,0,1,72553,6843.0,0,0,0,0.0,1344175.0,0.0,755514.0,47.09,3,2,694.0,0,0,1173928,5,11.36,0,3135356.0,65.88499999999999,1173928,1,0,0,1,0,0,0,0,0,0,0,0,1,0
27,5,0,1,2,1,2,62555,0.0,0,0,0,0.0,303331.0,186235.0,150376.0,46.82,1,1,647.0,0,0,878332,2,12.12,0,3135356.0,65.88499999999999,878332,0,1,0,1,0,0,0,0,1,0,0,0,1,0
52,3,2,1,3,20,22,87567,0.0,1,810879,7781,8.89,411827.0,136492.0,350464.0,40.86,2,2,636.0,0,0,516228,7,13.81,0,3135356.0,65.88499999999999,1327107,1,0,0,0,0,0,0,0,1,1,0,0,0,0
22,0,0,1,2,1,1,30687,0.0,0,0,0,0.0,202016.0,69313.0,211438.0,38.93,2,2,653.0,0,0,1257329,30,10.09,1,2085145.0,60.3,1257329,0,1,0,0,1,0,0,0,1,0,1,0,0,0
53,3,0,1,2,4,29,94148,0.0,0,0,0,0.0,1867914.0,692176.0,906757.0,37.27,4,2,679.0,0,0,656062,2,11.96,0,3135356.0,65.88499999999999,656062,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,4,1,1,2,6,7,60243,0.0,1,1727889,14727,24.45,1168183.0,206351.0,943460.0,45.77,3,2,615.0,0,0,3810633,20,11.85,1,4035955.0,94.42,5538522,1,0,0,1,0,0,0,0,1,0,1,0,0,0
32,3,1,1,2,1,3,49986,0.0,1,1111055,13468,26.94,807497.0,225348.0,416864.0,63.21,1,1,634.0,0,0,3226812,30,13.58,1,6378444.0,50.59,4337867,1,0,0,1,0,0,0,0,1,0,1,0,0,0
38,3,1,1,2,4,8,75476,15429.0,1,2111329,17455,23.13,1039329.0,0.0,1164717.0,13.97,2,2,646.0,0,0,518360,3,13.94,0,3135356.0,65.88499999999999,2629689,1,0,0,0,0,0,0,0,1,0,0,1,0,0
